"","Title","Author_URL","Author_Name","App_Version","Rating","Review","Date"
"25","8.1","https://itunes.apple.com/us/reviews/id803587983","jsav2005","8.1",1,"I can’t lock my card ever since I updated the App to 8.1 Everytime I click to review my account activity I get a Merril Lynch pop up add.... anyone else having trouble with the new version?",2019-03-12
"26","Would give 5 stars but the app is missing one thing","https://itunes.apple.com/us/reviews/id990348213","yerfej87","8.1",4,"I would give y’all 5 stars but y’all are missing one very important thing, at least to me, a balance widget.",2019-03-12
"27","BofA","https://itunes.apple.com/us/reviews/id138601657","Gavinb612","8.1",4,"Bofa deez",2019-03-12
"28","Non-Intuitive","https://itunes.apple.com/us/reviews/id163181384","dmontiel90","8.1",1,"First, BoA’s first step customer service is non-intuitive and inflexible. All of the automation and required selection “my reason for contacting” makes it overly complicated to the give the details for your problem. This includes Erica. I don’t WANT to talk to Erica since she doesn’t seem to be able to do more than find exactly what I can already find on the app or give me a number to call. What happened to the start a chat function? Second, the app should be providing a way for me to look through my whole transaction history on my cash rewards card WITHOUT having to switch the statement month every single time. Apps are supposed to be about ease of use.
You get two stars because.. never mind I can’t think of a good enough reason. One star.",2019-03-11
"29","Bill Pay","https://itunes.apple.com/us/reviews/id101598916","gman727","8.1",1,"The latest app change is terrible. Making multiple bill payments had become tedious and a big step backwards.",2019-03-11
"30","To much info, no way to remove!","https://itunes.apple.com/us/reviews/id139876390","Ca.Bob","8.1",1,"App works, to much unnecessary and unneeded info and no way in settings to remove!
All the app needs to do is your basic banking without trying to tell you how to run your money!",2019-03-11
"31","Terrible Support","https://itunes.apple.com/us/reviews/id355087905","Ace Booger","8.1",1,"Worst phone support of any company I’ve ever worked with. Every time I call, I’m sent to multiple different departments where I have to restate my purpose and account information to a new person every 5 minutes. Very frustrating. The problem I have with my “Pay From” account must be related to rocket science cause none of the brainiacs in your support group can figure it out.",2019-03-10
"32","Apple Watch ERROR!","https://itunes.apple.com/us/reviews/id310926401","Falan2","8.1",5,"Not working with series 4!!",2019-03-10
"33","Don't bother","https://itunes.apple.com/us/reviews/id39781292","imginger","8.1",1,"Your website for iPhones is useless. Your iPhone app is useless. I cannot make my mortgage payment on either. I am deleting the app. I’d love to have the convenience of paying my mortgage on mobile but your access stinks. Try harder.",2019-03-10
"34","What's with the new design?","https://itunes.apple.com/us/reviews/id86875581","Ifonedude","8.1",1,"I can't complain enough about the new look. Specially the pay option.",2019-03-09
"35","Fix","https://itunes.apple.com/us/reviews/id201364246","Luveb","8.1",1,"Please fix on Apple Watch not able to look at balance on watch it closes app",2019-03-09
"36","Siri payment and balance are not working","https://itunes.apple.com/us/reviews/id465586591","** Bose**","8.1",1,"I am not able to setup payments using Siri, I saw this before but it seems to be broken",2019-03-09
"37","Scheduling payments","https://itunes.apple.com/us/reviews/id149474569","EMMCHI80","8.1",2,"What used to be a simple process is now complex: why for every payment must customers now confirm frequency? It should default to one-time unless otherwise chosen. Not a good user experience.",2019-03-09
"38","Select recipient page is not responsive","https://itunes.apple.com/us/reviews/id450640908","Bibbbynb21111","8.1",3,"When ever I try to send money “select recipient” page is not responsive and some times it even crashes to me. This is happening a lot. None of the updates didn’t have a fix to that page.
I’m using iPhone X with latest iOS version.
I know it’s not because of the internet issue because I’m connected to super speed wifi.
Thank you.",2019-03-09
"39","Sign out Not Working","https://itunes.apple.com/us/reviews/id988998482","jitonearth","8.1",2,"Application sign out is not working!!

Closing app should sign me out.

Looking forward to see this implemented soon.",2019-03-08
"40","Needs improvement","https://itunes.apple.com/us/reviews/id201770931","Rhltl","8.1",3,"Awesome app on iPhone; horrible on apple watch!!",2019-03-08
"41","No autopay support, push notifications useless","https://itunes.apple.com/us/reviews/id593036733","An average dude named Joel","8.1",2,"I use the app to manage a credit card account. The app does a good job of displaying “deals” and other products (i.e. it’s a sales platform), but there are basic functionality issues for credit card accounts.

-No ability to set up or manage auto pay
-Push notifications only go through when you are actively using the app

My wife gets a push notification on her iPhone every time her Capital One card is charged. I figured enabling push notifications from BofA would do the same for me, but they only go through if you are signed in to the app. Since the app signs you out automatically after a couple minutes for security reasons...practically speaking there are no push notifications. If you want to see that your card was charged correctly you have to sign in to the app.

I guess the fact that you can see recent charges on your account in the app is pretty cool...",2019-03-08
"42","Apple Watch","https://itunes.apple.com/us/reviews/id361989039","Javi787","8.1",1,"This at is not working anymore in my Apple Watch",2019-03-08
"43","What happened?","https://itunes.apple.com/us/reviews/id167857530","Eric4123","8.1",1,"Lasted version (8.1?), first it was stuck in a boot crash loop. Now it works but everything is really slow. Weird step back from an app that’s otherwise been pretty good.",2019-03-08
"44","It doesn’t notify in real time","https://itunes.apple.com/us/reviews/id417278124","paulabrw","8.1",3,"This app doesn’t alert in real time. It waits days before it updates you about current money, spending, etc.",2019-03-08
"45","Update Broke the App","https://itunes.apple.com/us/reviews/id219678268","Broken - BOA App","8.1",1,"I can’t even login before the app force closes since the update.",2019-03-08
"46","I’m in love","https://itunes.apple.com/us/reviews/id939134606","soda changa","8.1",5,"So, this app is literally amazing. All of the features are great. Very helpful, comprehensive, life-facilitating.",2019-03-08
"47","Repeat update loop; never completes","https://itunes.apple.com/us/reviews/id319862887","GordAsh","8.1",4,"Fix your update process.",2019-03-08
"48","Security","https://itunes.apple.com/us/reviews/id39857368","BDMomOf2","8.1",4,"It would be nice if you were able to lock or freeze your credit cards and not just your debit card.",2019-03-08
"49","Stop changing things that are fine...","https://itunes.apple.com/us/reviews/id398420069","Inkyspal","8.1",1,"I HATE the new Bill Pay format.  It was great the way it was.   Why the need to change it into something less convenient and confusing?!",2019-03-08
"50","Lowered my Credit Limit","https://itunes.apple.com/us/reviews/id379002967","BPM5711","8.1",1,"B O A lowered my credit limit which makes my credit report number drop. Therefore I am going to close both of my CC accounts immediately. I just got notified today (03/07/2019)
Cards will cancelled and accounts closed. I will not use B O A again.",2019-03-07
"51","The Best","https://itunes.apple.com/us/reviews/id392084812","Sad Linda","8.1",5,"Have been with Bank of America when they first opened. They are way ahead of all the other banks. Love their keep the change ! The best thing ever. They are on top of things . When we had a charge to our account they called to ask if we were in Italy. ( they let us know there was a charge on our account. We were going there but had prepaid for a tour. ) we have mortgage through them and they wonderful. 
After being with them for years could never go to another bank. Why would we want to after all when you have the best you can not go to the rest!!
(
(we have referred others and they are very happy with them too))
Linda",2019-03-07
"52","Deposit problems","https://itunes.apple.com/us/reviews/id649098749","totty896","8.1",1,"The app has a flaw and no one at B of A will listen for years now. Can deposit most checks but then won’t deposit because it says use darker background.. do that.. then it says can’t read data at bottom of check when it is very clear... have to go to a branch to deposit defeats whole purpose. Have complained to B of A a number of times not no one does anything. Guess need to find another bank that will deposit all checks with a mobile app.",2019-03-07
"53","The app as it is works good","https://itunes.apple.com/us/reviews/id988488593","Fort Worth Papa","8.1",4,"My suggestion to improve the app is in the checking account area.  The area needs a search mechanism by account paid through personal checking.  To include a request for a specific period of time so as to automate looking up all transactions, dates and amounts when a customer needs fast information for payments to a particular account.  This so as not to go line for line looking for each transaction.  If this can be done presently, I’m not aware of it.",2019-03-07
"54","Love the app","https://itunes.apple.com/us/reviews/id191186798","Amb4mkh!!!!","8.1",5,"Everything is perfect!!",2019-03-07
"55","Great App","https://itunes.apple.com/us/reviews/id372372536","rachelmalick","8.1",5,"and it saves me time and money!",2019-03-07
"56","Online bill pay","https://itunes.apple.com/us/reviews/id200282401","Aimee LS","8.1",2,"Hate the update.  Now I have to scroll through every payee I have ever entered.  There is no way to hide ones from 10 years ago.  I even tried on my computer to create a custom list and it didn’t transfer to my phone.  Not sure what happened to hide payee on the computer either.  Needs more work.",2019-03-07
"57","Apple Watch","https://itunes.apple.com/us/reviews/id326878446","tsigetune","8.1",5,"App stop working on my Apple Watch, crashes every time without opening.",2019-03-07
"58","Latest version crashes on iPhone 6","https://itunes.apple.com/us/reviews/id10846890","FraminghamGeotge","8.1",1,"Latest version crashes on iPhone 6

Hope BOA fixes ASAP",2019-03-07
"59","Good app","https://itunes.apple.com/us/reviews/id257082173","Ughfine999","8.1",5,"Easy to use",2019-03-07
"60","Decent enough, but not up to par with other bank/credit card mobile apps.","https://itunes.apple.com/us/reviews/id87772624","UNO dós tres","8.1",3,"My previous experience with credit card accounts is through Discover, and Discover’s app is better in every way. Capital One’s mobile app is also more intuitive, user friendly, and visually appealing than this app. 

Specifically, the Erica virtual assistant in this BoA app is pretty useless and I quickly figured out how to disable it and hide its annoying always-on-screen icon. Discover’s 24 hour Messaging feature with a real person through the app is one of the best support services I have ever used. 

The app takes 20 seconds to open and login, even with Touch ID to authenticate instantly and fast internet. This isn’t too much longer than other bank apps, but it is just long enough to make me dread opening the app. 

Setting up automatic full-statement monthly payments is way clunkier and more of a hassle than it should be. I actually never even figured out if it was possible to do through the app, and I finally figured out how to set this up on the website through e-Bills or something. It’s almost like they don’t want you to pay the full balance on time. 

I do like the new 3% cash back in category of your choice deal. I haven’t had my first statement, though, so the app and website won’t let me see what cash back rewards are available. Not sure why they are hiding this. 

I have one credit card with Bank of America, just opened recently. I haven’t used the checking/savings options of the app.",2019-03-07
"61","Zelle issue","https://itunes.apple.com/us/reviews/id473754175","Nickname08090706","8.1",2,"It was easy to send money to people even who is not in your contacts. Now I can’t send! No more Zelle???",2019-03-07
"62","Don’t update","https://itunes.apple.com/us/reviews/id17789674","nonstarte","8.1",1,"Today’s update:  Hosed my account because it can’t handle dual factor authentication and won’t automatically transfer codes in iOS. Very frustrating.",2019-03-07
"63","ShopSafe & 2-Factor Authentication Apps","https://itunes.apple.com/us/reviews/id141612421","UnknownAnonymousUser","8.1",1,"Bank of America needs to add support for ShopSafe and 2 Factor Authentication Apps for ⭐️⭐️⭐️⭐️⭐️.
2 Factor Authentication Apps such as Authy are way more secure than text messages.
ShopSafe offers security features that Masterpass, Visa Checkout, or PayPal doesn’t offer.",2019-03-07
"64","Doesn’t work after update","https://itunes.apple.com/us/reviews/id106688992","Min6360","8.1",1,"After the update on March 6th, app just crashes.",2019-03-06
"65","Unusable","https://itunes.apple.com/us/reviews/id12793922","RunJer","8.1",2,"Can't login after last update, app won't open....useless!
Update - working again - had to delete, reinstall, reauthorize...unnecessary waste of my time. Developers should have caught this before it inconvenienced valued customers",2019-03-06
"66","Does what I need a banking app to do","https://itunes.apple.com/us/reviews/id36692185","gwcali","8.1",4,"Would be great if it had the same gestures as iOS like swiping to go back. It would also be better if the app wasn't so laggy. Otherwise, it does what I need in a banking app.",2019-03-06
"67","Latest update not working on IOS","https://itunes.apple.com/us/reviews/id467136071","idmtman123456","8.1",1,"Up until the latest update I would rate this app a 4 or 5. Now it when I try to log in with Touch ID it closes. I can’t access my account on my phone.",2019-03-06
"68","App needs improvement","https://itunes.apple.com/us/reviews/id510744196","zeeali1","8.1",1,"This online banking app is too slow. Need improvements.",2019-03-06
"69","Bill Pay??  Otherwise Great!!!","https://itunes.apple.com/us/reviews/id42954404","mmacnadrew","8.1",4,"Bill Pay Section used to be the best in the industry but latest update to the section has been an exercise of form over function.....Less intuitive and payments are not as easy to execute as before....",2019-03-06
"70","Crash/ Boot Loop","https://itunes.apple.com/us/reviews/id114530147","dazzlin45","8.1",1,"Latest version not working, crashes when I try to log on.  iPhone 7 iOS 12.1.4",2019-03-06
"71","Crashing","https://itunes.apple.com/us/reviews/id373715212","realbummerdude","8.1",1,"Keeps crashing on login screen. Removed app, redownloaded, restarted phone, hard reset phone—issue persists. Developer, per the recent hundreds of 1 star reviews about this crash bug (from update 03/05/19), fix the issue ASAP.",2019-03-06
"72","Loved the app until version 8.1","https://itunes.apple.com/us/reviews/id22022920","Syngen49","8.1",5,"Version 8.1 came out 1 day ago according to the developer and now I launch the app and when I tried to sign in using touch ID it crashed, closed and rebooted, again, and again, and again... So, I deleted it. I restarted my iPhone fully updated phone and re-installed it. And when I tried to sign into the app it wouldn’t let me get to a sign in screen before it crashed, closed and rebooted again, and again, and again...
Update 2 hrs. Later: it’s working on my phone again. Yay! A little more beta testing next time guys? Thanks 🤗",2019-03-06
"73","Latest update won’t open","https://itunes.apple.com/us/reviews/id7496902","alexandercase","8.1",1,"Just boot loops, opens up, tries to scan face, freezes, closes, tries to do it again.  Does same thing if I turn off my Face ID, restarted phone, tried on different device, same results.  Super inconvenient when Bill is due.",2019-03-06
"74","Great mobile banking features on the go!","https://itunes.apple.com/us/reviews/id4294623","SDeFranco1","8.1",5,"Thank you.",2019-03-06
"75","Enjoying using online BofA app. I just found that’s more easier for me to use this App.","https://itunes.apple.com/us/reviews/id810355783","Gideon Bawi","8.1",4,"Just to let you all know about this app is so easy to use and you can manage ur card from app.",2019-03-06
"76","Good stuff","https://itunes.apple.com/us/reviews/id87577391","IanBullard","8.1",5,"Love this app and use it frequently.",2019-03-06
"77","InstaCrash","https://itunes.apple.com/us/reviews/id43332922","MikelGiovanni","8.1",5,"The app did an update this morning and since then it crashes right after Face ID finishes.",2019-03-06
"78","Excellent","https://itunes.apple.com/us/reviews/id18024881","Rich from Virginia","8.1",5,"I wrote the paragraph below shortly after 7:00 on 6 March 2019. As of mid morning it’s working properly and I’ve restored this to five stars. When this app is working, it’s the best online banking app I’ve used. Straightforward, logical, easy to find what I need. 

I’ve left the following paragraph in place for archival reasons. 

This app was fantastic, best mobile banking app around, until 6 March 2019, when Version 8.1 was released. Now it doesn’t work at all. I get the Face ID screen on my iPhone X, the checkmark appears, and then I’m dumped back to my home screen. App is worthless until it’s fixed, which needs to be ASAP!!!! I’d give Version 8.1 zero stars except you can’t do that.",2019-03-06
"79","Doesn’t work","https://itunes.apple.com/us/reviews/id11772636","Brianflor","8.1",3,"You can’t sign in! App is rebooting",2019-03-06
"80","Recent update crashes","https://itunes.apple.com/us/reviews/id171380571","fiktggjgh","8.1",3,"BofA app recent update for ios crashes on startup. Tried deleting and reinstalling, rebooting phone. Still crashes",2019-03-06
"81","App crashes","https://itunes.apple.com/us/reviews/id112520371","Sonimaya","8.1",1,"When I attempt to open the app it gives me a quick screen and boots me out. Tried my other bank’s app and other apps and they work fine. My iPhone is updated so I hope they can fix this soon since it’s not my phone but the app.",2019-03-06
"82","App crashes when I try to log in","https://itunes.apple.com/us/reviews/id27090644","baseballlover21","8.1",1,"App crashes when I try to log in",2019-03-06
"83","Can’t open the app without crashing.","https://itunes.apple.com/us/reviews/id870309862","M.D.Morales","8.1",1,"With the latest update the app just keeps crashing.",2019-03-06
"84","Update issue","https://itunes.apple.com/us/reviews/id567095182","tony lop","8.1",1,"App crashes every time after update
iPhone 7plus",2019-03-06
"85","Crashing","https://itunes.apple.com/us/reviews/id100580163","Shatz the kid","8.1",4,"Have been using this app for years but all of a sudden whenever I open it, it will load up to the sign in screen then crash. I’ve tried deleting and re installing, tried looking for updates, etc. I have the iPhone XS so I’m confused as to why this is happening. If anyone has insight on the issue I’d love some feedback, thank you.",2019-03-06
"86","Crashes","https://itunes.apple.com/us/reviews/id19390500","Cloudlink","8.1",1,"App won’t open- crashes everytime",2019-03-06
"87","Crashes every time","https://itunes.apple.com/us/reviews/id186121060","Bri805","8.1",1,"Since the recent update the app is unstable and unusable. This is even after a hard reset on my phone.",2019-03-06
"88","Bloated app. Slow to load.","https://itunes.apple.com/us/reviews/id395604179","dtibxdtigsuifsrucgigdhhu","8.1",2,"I havn't had any particular issues with the app until the recent update which made it unusable. It keeps looping and crashing at the biometric login screen. 

Beyond the recent issue, the app is full of unnecesary information and ads for things I dont care about. All I want is to check my balance and this app takes a lot longer to load than my other bank's app. Presumably because of all the clutter it has to display.",2019-03-06
"89","New updates crashes the app on iPhone Xs","https://itunes.apple.com/us/reviews/id631255407","已卸载新浪","8.1",5,"Quality control team laid off?",2019-03-06
"90","Latest update is crashing the app on iPhone . Please fix this ASAP","https://itunes.apple.com/us/reviews/id852651008","Raj Nistala","8.1",1,"Latest update is crashing the app on iPhone . Please fix this ASAP",2019-03-06
"91","New Update","https://itunes.apple.com/us/reviews/id153167612","Tanker3id","8.1",1,"You’re new update is horrible... my app is now glitching. Can’t seem to open the app it just automatically shuts down. I have tried restarting my phone I am now going to try deleting the app and downloading it again... It was working perfectly fine until I updated it.",2019-03-06
"92","New app is bugged","https://itunes.apple.com/us/reviews/id36913023","GulfEagle08","8.1",1,"Won’t let me log in. My phone opens the app, and goes into a loop of constantly trying to open the app and login. The app then crashes and repeats. Can’t even access my banking",2019-03-06
"93","Latest update","https://itunes.apple.com/us/reviews/id374283743","bwhit8000","8.1",1,"App crashes now, doesn’t open. iPhone 7s. Please fix",2019-03-06
"94","New update keeps crashing","https://itunes.apple.com/us/reviews/id5340607","HCEMag","8.1",1,"Yesterday’s update keeps crashing the app!",2019-03-06
"95","Crashes upon attempted login","https://itunes.apple.com/us/reviews/id35127944","strawberrybeaux","8.1",1,"Newest version of the App as of 3/6/19 crashes before you can enter your password. It’s now stuck in a permanent boot. This is on an updated iPhone X.",2019-03-06
"96","Is your Software QA team hiring?","https://itunes.apple.com/us/reviews/id112948058","DaFaz","8.1",1,"So as soon as I installed the build from yesterday, the app has been crashing within a few seconds after it launches. Do not install the build from March 5th/6th 2019 until they come out with a hotfix for their production bug release. If you guys need a good software QA engineer let me know, I would love to consult for you guys and help you improve your process with some simple QA Automation that would have caught this issue.",2019-03-06
"97","Se me cierra esta app","https://itunes.apple.com/us/reviews/id923330525","apppppppppoppppp","8.1",2,"Tengo problemas con esta app se me está cerrando repentinamente",2019-03-06
"98","Update is not working. Crashes upon opening","https://itunes.apple.com/us/reviews/id38494293","Jemstone528","8.1",2,"Just updated to the lastest and while it’s usually really good this time it crashes. Please push another update as I use it every day.",2019-03-06
"99","Doesn’t work","https://itunes.apple.com/us/reviews/id229079891","7430006","8.1",1,"New update in iPhone X is doesn’t work",2019-03-06
"100","BofA please test before releasing updates","https://itunes.apple.com/us/reviews/id162803346","_Agent_Orange_","8.1",2,"Saw the app was updated a day ago. Just now I went to deposit a check through the app and as soon as it loads it crashes. Did anyone bother testing the update before going live?",2019-03-06
"101","Crash","https://itunes.apple.com/us/reviews/id462371025","weaving2fast","8.1",1,"This app is crashing please fix it.",2019-03-06
"102","App crashing","https://itunes.apple.com/us/reviews/id837682419","Sy0291","8.1",1,"App keeps crashing since update. Every time it opens and tries to open via Face ID the app crashes.",2019-03-06
"103","It keeps crashing","https://itunes.apple.com/us/reviews/id626694319","im-reaIIy-mad","8.1",5,"Hey can y’all like pay attention to the MASS amount of people that’s app keep crashing. I’m on then same boat. Can y’all get a move on fixing it before your score for it goes down completely.",2019-03-06
"104","Update?!?","https://itunes.apple.com/us/reviews/id35046697","jeyrn70","8.1",1,"App won’t open!  Hope this gets fixed!",2019-03-06
"105","Crashing on opening with latest update","https://itunes.apple.com/us/reviews/id140589050","Amesthe149","8.1",1,"Can’t log in",2019-03-06
"106","App restarts during FaceID scan since last update","https://itunes.apple.com/us/reviews/id455448711","Theosv","8.1",1,"Please fix",2019-03-06
"107","New upgrade","https://itunes.apple.com/us/reviews/id584635260","yupoiyt","8.1",1,"Now that they upgraded the app it won’t open. I guess there will be a new upgrade soon.",2019-03-06
"108","Not working with the new version","https://itunes.apple.com/us/reviews/id151959250","Geali74","8.1",1,"I have an iPhone 7 and the app stopped to work after the last update this morning.",2019-03-06
"109","Boa update 8.1","https://itunes.apple.com/us/reviews/id100648211","XMSirius Lifer","8.1",1,"Just installed the 8.1 update and the app crashes every time I try to open it.",2019-03-06
"110","Crashing","https://itunes.apple.com/us/reviews/id33304591","drbcaloia","8.1",1,"I cannot open the app since the 8.1 update. It immediately crashes to black screen",2019-03-06
"111","Your ios app keeps crashing... fix it","https://itunes.apple.com/us/reviews/id761101720","6038486036Mg","8.1",1,"It crashes when I open it",2019-03-06
"112","Won’t open","https://itunes.apple.com/us/reviews/id554028772","Tom Haverford 0412","8.1",1,"Every time I open the app it crashes. Fix it!!!!",2019-03-06
"113","Can’t open","https://itunes.apple.com/us/reviews/id216147013","Fun12get","8.1",1,"Undo last update app is dead",2019-03-06
"114","Crashing","https://itunes.apple.com/us/reviews/id196652890","Didiguire","8.1",4,"The app is crashing with this new update!!",2019-03-06
"115","Crash","https://itunes.apple.com/us/reviews/id137296401","d-rock1030","8.1",1,"Just downloaded latest update. App crashes upon FaceID recognition and won’t open. iPhone XR",2019-03-06
"116","Why does this always happen?","https://itunes.apple.com/us/reviews/id292296925","Oladeus","8.1",1,"The new update keeps crashing. Why does this always happen when you guys introduce a new update.",2019-03-06
"117","Latest update crashes on iPhone Xr","https://itunes.apple.com/us/reviews/id25718754","costas_t","8.1",1,"Version 8.1 of the app crashes when launching or goes into a continuous reset loop trying to bring up Face ID. Please fix!",2019-03-06
"118","Will not open","https://itunes.apple.com/us/reviews/id23766842","DJCS2204","8.1",1,"Please debug your latest update.  App will not open. Instantly crashes. Thank you.",2019-03-06
"119","Today’s update","https://itunes.apple.com/us/reviews/id283975376","i just want to watch ahs","8.1",5,"Literally crashes the app. It won’t even load the front page completely before it black screens and goes back to the actual iPhone screen.",2019-03-06
"120","Bad","https://itunes.apple.com/us/reviews/id541876700","kmilo8704","8.1",1,"the new update does not work on my iphone is not stable and closes and I can not start",2019-03-06
"121","App Crashes after last update","https://itunes.apple.com/us/reviews/id224671898","DecentOnetexas","8.1",1,"Love the BofA app but the last update crashes upon getting to sign on screen.  Even after deleting and reinstalling same thing.",2019-03-06
